Age,Gender,Location,Highest_qualification,Stream,Current_Academic_Level,Grade_CGPA_Percentage,Technical_Skills,Soft_Skills,Languages_Known,Certifications,Fields_of_Interest,Preferred_Work_Style,Work_Type_Interest,Past_Jobs_Internships,Achievements,Skills_Gained,Willing_to_Relocate,Suggested_Career_Path
20,Male,Mumbai,M.Tech,ECE,Working Professional,76.89,"Java, React","Leadership, Creativity","Marathi, Tamil",Azure,Design,Hybrid,Social,Part-time Job,Awarded Best Project,Problem Solving,No,Product Designer
29,Male,Chennai,MCA,BBA,Student,80.83,"Node.js, JavaScript, Python","Teamwork, Problem Solving, Creativity","Marathi, Kannada","Python, Data Science",Data Science,Remote,Technical,Startup Experience,Hackathon Winner,Project Management,Yes,Data Scientist
25,Female,Hyderabad,B.Sc,ECE,Working Professional,88.76,"HTML/CSS, Data Analysis","Creativity, Problem Solving","Marathi, Tamil",,Design,Remote,Creative,Startup Experience,None,Programming,Yes,UI/UX Designer
19,Female,Bangalore,B.Tech,CSE,Working Professional,58.69,SQL,"Time Management, Leadership, Problem Solving",Tamil,Azure,Design,Field Work,Creative,Freelance Project,Top Performer,Project Management,Yes,Graphic Designer
29,Female,Bangalore,10th,IT,Graduate,73.33,"Node.js, Java",Time Management,Kannada,"Data Science, Python",Marketing,Office,Creative,Internship at XYZ,Top Performer,Leadership,Yes,SEO Analyst
22,Female,Vizag,MBA,IT,Graduate,61.11,Data Analysis,"Problem Solving, Leadership, Time Management","Marathi, Telugu","Data Science, Machine Learning",AI/ML,Office,Analytical,Startup Experience,Published Paper,Programming,No,Machine Learning Engineer
22,Male,Bangalore,B.Tech,BBA,Working Professional,53.95,"Java, SQL",Time Management,Kannada,"AWS, Azure",Management,Hybrid,Social,Startup Experience,None,Data Analysis,No,Business Manager
23,Other,Bangalore,12th,Commerce,Graduate,57.53,"React, Data Analysis",Time Management,Hindi,Data Science,Data Science,Hybrid,Social,Internship at XYZ,Top Performer,Leadership,No,Business Analyst
29,Male,Pune,MCA,CSE,Graduate,64.39,HTML/CSS,"Teamwork, Communication",Kannada,GCP,Marketing,Field Work,Creative,Startup Experience,None,Programming,Yes,SEO Analyst
24,Other,Vizag,M.Sc,EEE,Graduate,93.72,"JavaScript, SQL, Java","Creativity, Leadership, Time Management",Hindi,Machine Learning,AI/ML,Field Work,Creative,None,Top Performer,Programming,Yes,Deep Learning Engineer
25,Male,Delhi,B.Sc,CSE,Graduate,78.46,"Node.js, React, Data Analysis","Leadership, Problem Solving, Communication","Telugu, Hindi",,Software Development,Office,Analytical,Research Assistant,Top Performer,Leadership,No,Software Engineer
26,Male,Mumbai,B.Sc,BBA,Graduate,56.24,"C++, Python, React",Communication,"Tamil, English",AWS,Software Development,Office,Creative,Internship at XYZ,Awarded Best Project,Data Analysis,Yes,Backend Developer
29,Female,Hyderabad,10th,Civil,Student,85.93,"Java, Python, Node.js","Creativity, Problem Solving",Tamil,,Cybersecurity,Hybrid,Technical,None,Top Performer,Leadership,Yes,Ethical Hacker
26,Male,Pune,M.Tech,IT,Working Professional,81.25,"Data Analysis, C++",Problem Solving,Hindi,"GCP, Python",Marketing,Hybrid,Social,Part-time Job,Awarded Best Project,Problem Solving,No,SEO Analyst
20,Female,Vizag,MCA,IT,Student,70.93,"C++, SQL",Creativity,Kannada,,Marketing,Field Work,Analytical,None,Awarded Best Project,Project Management,Yes,Marketing Executive
18,Female,Vizag,B.Tech,EEE,Working Professional,94.66,HTML/CSS,"Communication, Time Management",Hindi,Machine Learning,AI/ML,Office,Creative,Research Assistant,Top Performer,Data Analysis,No,Deep Learning Engineer
26,Male,Mumbai,M.Sc,EEE,Working Professional,56.35,"SQL, Java, HTML/CSS",Creativity,Telugu,"AWS, Machine Learning",Software Development,Remote,Technical,Research Assistant,Awarded Best Project,Teamwork,No,Frontend Developer
20,Female,Chennai,10th,IT,Working Professional,92.87,"SQL, HTML/CSS, Data Analysis",Time Management,"English, Telugu","AWS, GCP",Management,Hybrid,Analytical,Internship at XYZ,Top Performer,Programming,No,Project Manager
24,Male,Chennai,12th,IT,Graduate,99.9,"C++, HTML/CSS",Time Management,"Kannada, Tamil","GCP, Azure",Software Development,Remote,Technical,Startup Experience,Employee of the Month,Leadership,No,Full Stack Developer
24,Male,Mumbai,10th,Civil,Graduate,67.46,"HTML/CSS, SQL, Java","Problem Solving, Teamwork","Kannada, Telugu",AWS,Data Science,Remote,Analytical,None,Top Performer,Problem Solving,No,Business Analyst
30,Male,Mumbai,M.Tech,Mechanical,Graduate,52.81,"HTML/CSS, C++","Leadership, Communication","English, Kannada","Full Stack Development, Azure",Data Science,Field Work,Creative,Part-time Job,Employee of the Month,Problem Solving,No,Data Analyst
24,Female,Bangalore,B.Tech,BBA,Working Professional,67.36,Python,"Teamwork, Creativity",Telugu,,Management,Field Work,Technical,None,Employee of the Month,Teamwork,Yes,Project Manager
22,Female,Mumbai,MCA,Mechanical,Student,80.72,"Python, Data Analysis, JavaScript",Time Management,English,,Management,Hybrid,Creative,Freelance Project,Top Performer,Leadership,No,Business Manager
24,Male,Hyderabad,MCA,BBA,Graduate,96.82,"C++, Python, Java",Time Management,"Hindi, Marathi","Machine Learning, Full Stack Development",Data Science,Hybrid,Social,None,Employee of the Month,Data Analysis,No,Data Analyst
22,Female,Mumbai,10th,IT,Graduate,77.06,"Java, JavaScript","Creativity, Teamwork","Hindi, Telugu",Azure,Design,Remote,Social,Internship at XYZ,Employee of the Month,Programming,Yes,Product Designer
18,Male,Mumbai,MCA,BBA,Student,65.64,"SQL, JavaScript","Leadership, Problem Solving, Teamwork",English,Full Stack Development,AI/ML,Field Work,Technical,None,Awarded Best Project,Teamwork,Yes,Machine Learning Engineer
28,Male,Delhi,MCA,Mechanical,Graduate,50.73,Python,"Leadership, Teamwork, Communication",Kannada,"Full Stack Development, GCP",Cybersecurity,Office,Social,Startup Experience,Employee of the Month,Project Management,Yes,Security Engineer
28,Female,Hyderabad,B.Tech,BBA,Student,56.82,"Node.js, Data Analysis, Java","Teamwork, Problem Solving","Tamil, Marathi",,Data Science,Remote,Social,Startup Experience,None,Problem Solving,No,Business Analyst
19,Male,Vizag,M.Tech,EEE,Graduate,93.15,"Data Analysis, C++, React","Communication, Teamwork, Leadership","Kannada, Marathi","GCP, Python",Cybersecurity,Hybrid,Creative,None,Employee of the Month,Leadership,No,Security Engineer
21,Male,Bangalore,MBA,Mechanical,Graduate,57.5,"HTML/CSS, Java, Node.js","Leadership, Teamwork",Telugu,"GCP, AWS",Software Development,Hybrid,Analytical,Startup Experience,Awarded Best Project,Teamwork,Yes,Backend Developer
21,Male,Bangalore,B.Sc,Mechanical,Working Professional,55.58,"C++, React, Data Analysis",Time Management,"Telugu, Hindi",,Management,Remote,Creative,Internship at XYZ,None,Data Analysis,No,Operations Manager
19,Female,Amalapuram,M.Tech,IT,Student,51.82,React,Communication,"English, Kannada","Machine Learning, GCP",AI/ML,Field Work,Analytical,None,Published Paper,Project Management,Yes,Deep Learning Engineer
18,Female,Amalapuram,MCA,IT,Student,75.09,"Python, Java, JavaScript","Creativity, Problem Solving","Tamil, Hindi",,Design,Hybrid,Analytical,None,Hackathon Winner,Project Management,No,UI/UX Designer
25,Male,Delhi,M.Sc,BBA,Graduate,53.33,"React, HTML/CSS, C++",Problem Solving,Marathi,"Machine Learning, AWS",Software Development,Hybrid,Social,None,Published Paper,Teamwork,No,Backend Developer
28,Male,Chennai,10th,EEE,Working Professional,66.28,"JavaScript, HTML/CSS, Python","Leadership, Communication, Time Management",Kannada,"Machine Learning, AWS",Data Science,Office,Creative,Internship at XYZ,Employee of the Month,Programming,Yes,Data Scientist
28,Female,Delhi,MBA,ECE,Graduate,62.73,"JavaScript, SQL","Creativity, Time Management, Problem Solving","Kannada, Telugu",AWS,Software Development,Field Work,Technical,Freelance Project,Published Paper,Problem Solving,Yes,Frontend Developer
19,Male,Hyderabad,MBA,IT,Student,51.79,"React, Python","Creativity, Problem Solving, Time Management","Kannada, Telugu",,Cybersecurity,Hybrid,Analytical,Part-time Job,Hackathon Winner,Data Analysis,Yes,Cybersecurity Analyst
23,Male,Mumbai,10th,Mechanical,Student,99.74,"C++, Data Analysis","Time Management, Communication, Teamwork","Hindi, Kannada",,Software Development,Office,Creative,Freelance Project,None,Data Analysis,No,Full Stack Developer
29,Female,Vizag,M.Sc,Civil,Working Professional,58.59,"Data Analysis, SQL, Node.js","Communication, Leadership",Telugu,,Software Development,Hybrid,Creative,Internship at XYZ,Awarded Best Project,Project Management,Yes,Full Stack Developer
26,Other,Amalapuram,M.Tech,Mechanical,Student,57.65,SQL,Problem Solving,Telugu,Machine Learning,Software Development,Remote,Technical,Freelance Project,Awarded Best Project,Data Analysis,No,Backend Developer
29,Female,Pune,B.Tech,CSE,Working Professional,60.16,"JavaScript, Data Analysis, Python",Time Management,Tamil,,Design,Field Work,Social,Part-time Job,Awarded Best Project,Teamwork,No,Graphic Designer
18,Other,Mumbai,MBA,EEE,Student,69.68,"Python, React",Communication,Tamil,,AI/ML,Remote,Technical,Internship at XYZ,None,Problem Solving,No,Machine Learning Engineer
30,Male,Delhi,B.Tech,CSE,Graduate,99.23,"Data Analysis, JavaScript","Leadership, Teamwork",Hindi,Python,Management,Field Work,Technical,Part-time Job,Hackathon Winner,Teamwork,No,Business Manager
23,Other,Bangalore,B.Tech,IT,Graduate,88.56,C++,"Creativity, Time Management, Communication","Hindi, Tamil","Azure, GCP",Marketing,Hybrid,Technical,Part-time Job,None,Problem Solving,No,Marketing Executive
27,Other,Pune,MCA,EEE,Student,99.26,"HTML/CSS, React",Leadership,"Tamil, Hindi","Machine Learning, Full Stack Development",Marketing,Office,Technical,Research Assistant,Published Paper,Project Management,No,SEO Analyst
29,Other,Mumbai,10th,ECE,Working Professional,99.55,"Data Analysis, HTML/CSS, React","Creativity, Communication",Hindi,,AI/ML,Office,Creative,None,Published Paper,Programming,No,AI Researcher
20,Male,Hyderabad,M.Tech,CSE,Working Professional,73.31,"HTML/CSS, Data Analysis",Problem Solving,Telugu,,Software Development,Hybrid,Technical,Internship at XYZ,Hackathon Winner,Data Analysis,Yes,Frontend Developer
22,Other,Bangalore,10th,CSE,Graduate,96.7,"HTML/CSS, C++, React",Problem Solving,"Tamil, Telugu","Full Stack Development, Data Science",Software Development,Hybrid,Social,Research Assistant,Top Performer,Programming,Yes,Software Engineer
30,Female,Chennai,M.Sc,IT,Graduate,88.13,"SQL, C++",Teamwork,Telugu,"Azure, Machine Learning",Software Development,Hybrid,Analytical,Research Assistant,Published Paper,Problem Solving,Yes,Backend Developer
28,Other,Bangalore,B.Sc,EEE,Student,55.83,Python,"Communication, Creativity","Tamil, Marathi",,Management,Office,Analytical,None,Awarded Best Project,Data Analysis,No,Operations Manager
30,Male,Amalapuram,M.Sc,ECE,Student,56.01,"JavaScript, Node.js","Creativity, Leadership, Teamwork",English,"Full Stack Development, GCP",Management,Office,Creative,None,Hackathon Winner,Problem Solving,No,Operations Manager
29,Male,Bangalore,B.Tech,ECE,Student,59.19,"React, Node.js, C++",Time Management,Hindi,,Management,Remote,Creative,Startup Experience,Employee of the Month,Problem Solving,Yes,Project Manager
29,Other,Bangalore,M.Tech,EEE,Student,81.74,"Python, Java, JavaScript","Teamwork, Problem Solving",Hindi,"Azure, Full Stack Development",Design,Hybrid,Technical,Startup Experience,Employee of the Month,Project Management,No,Product Designer
26,Male,Pune,MCA,ECE,Graduate,96.1,"SQL, JavaScript, Data Analysis","Leadership, Communication, Teamwork","Hindi, Kannada","Data Science, AWS",Cybersecurity,Field Work,Analytical,Part-time Job,Hackathon Winner,Problem Solving,Yes,Security Engineer
22,Male,Delhi,MCA,Commerce,Working Professional,66.57,"Java, Data Analysis",Leadership,"Tamil, English",,Design,Field Work,Creative,None,Top Performer,Programming,No,Product Designer
20,Male,Chennai,B.Tech,IT,Graduate,56.73,Data Analysis,Creativity,Marathi,GCP,Data Science,Remote,Analytical,Startup Experience,Published Paper,Programming,Yes,Business Analyst
24,Male,Vizag,10th,Civil,Student,98.83,"SQL, JavaScript","Time Management, Teamwork",Marathi,"Python, GCP",Cybersecurity,Hybrid,Analytical,Freelance Project,Top Performer,Data Analysis,No,Ethical Hacker
18,Other,Hyderabad,M.Sc,ECE,Working Professional,65.67,React,Creativity,Hindi,,Data Science,Remote,Creative,Freelance Project,Published Paper,Teamwork,Yes,Business Analyst
29,Male,Hyderabad,MBA,Civil,Student,71.16,Node.js,Teamwork,English,"AWS, Python",Data Science,Hybrid,Analytical,Part-time Job,None,Data Analysis,No,Business Analyst
28,Male,Amalapuram,B.Sc,Civil,Graduate,97.32,"SQL, HTML/CSS, JavaScript","Creativity, Teamwork","Tamil, Kannada","Full Stack Development, Data Science",Cybersecurity,Field Work,Technical,Startup Experience,Top Performer,Problem Solving,Yes,Security Engineer
28,Other,Delhi,B.Tech,Mechanical,Graduate,67.61,"Python, Java","Leadership, Teamwork, Communication","English, Tamil",,Design,Remote,Creative,Part-time Job,Awarded Best Project,Leadership,No,UI/UX Designer
20,Male,Amalapuram,M.Sc,BBA,Student,65.17,HTML/CSS,"Leadership, Communication, Problem Solving","Marathi, Hindi",Python,Data Science,Remote,Creative,Research Assistant,Employee of the Month,Problem Solving,Yes,Data Scientist
30,Female,Amalapuram,MBA,ECE,Working Professional,77.62,"HTML/CSS, Java",Creativity,"Marathi, Kannada","Machine Learning, Python",Data Science,Hybrid,Analytical,None,Top Performer,Project Management,No,Data Scientist
20,Male,Chennai,MCA,IT,Student,59.64,"JavaScript, HTML/CSS",Time Management,"Hindi, Kannada","Machine Learning, Full Stack Development",Software Development,Office,Analytical,Startup Experience,Top Performer,Problem Solving,Yes,Backend Developer
27,Other,Mumbai,12th,Mechanical,Student,91.56,C++,"Communication, Creativity, Leadership",Kannada,"Machine Learning, Data Science",Cybersecurity,Field Work,Social,Part-time Job,Awarded Best Project,Teamwork,Yes,Cybersecurity Analyst
21,Male,Pune,M.Tech,Civil,Student,67.38,"HTML/CSS, React",Problem Solving,"Hindi, Telugu",Machine Learning,Cybersecurity,Hybrid,Technical,Startup Experience,Published Paper,Problem Solving,No,Cybersecurity Analyst
22,Male,Chennai,M.Sc,IT,Student,81.87,"Data Analysis, HTML/CSS","Problem Solving, Leadership","English, Hindi",Azure,Management,Office,Creative,Part-time Job,Awarded Best Project,Data Analysis,Yes,Project Manager
27,Male,Pune,MBA,ECE,Working Professional,78.68,Python,"Leadership, Problem Solving, Time Management","Marathi, Kannada","Data Science, Machine Learning",Design,Remote,Analytical,Part-time Job,Published Paper,Teamwork,Yes,Product Designer
23,Other,Delhi,M.Sc,EEE,Student,77.49,"JavaScript, Python, Node.js","Teamwork, Creativity","Marathi, Hindi",Data Science,Design,Hybrid,Creative,None,Employee of the Month,Problem Solving,Yes,Graphic Designer
20,Female,Chennai,MBA,Commerce,Graduate,60.42,"Node.js, Data Analysis, Java","Creativity, Teamwork","Tamil, Hindi","Machine Learning, Python",Marketing,Office,Analytical,None,Employee of the Month,Teamwork,No,Digital Marketing Specialist
18,Male,Amalapuram,B.Sc,BBA,Graduate,86.72,"Python, Node.js","Teamwork, Time Management","Tamil, English",,Management,Hybrid,Analytical,Internship at XYZ,Employee of the Month,Programming,Yes,Operations Manager
25,Female,Amalapuram,12th,IT,Graduate,91.53,JavaScript,"Teamwork, Creativity, Communication",Hindi,Azure,Management,Hybrid,Creative,None,Top Performer,Problem Solving,Yes,Project Manager
18,Other,Bangalore,MBA,BBA,Student,61.93,"JavaScript, Java",Creativity,English,,Data Science,Office,Technical,Part-time Job,Top Performer,Problem Solving,No,Business Analyst
23,Female,Pune,M.Sc,EEE,Graduate,62.69,Node.js,"Problem Solving, Time Management, Teamwork",Marathi,Full Stack Development,Data Science,Hybrid,Technical,Internship at XYZ,Hackathon Winner,Project Management,Yes,Data Scientist
25,Female,Bangalore,MCA,BBA,Student,92.68,Python,Communication,"Hindi, Tamil","Azure, Machine Learning",Management,Remote,Creative,Part-time Job,None,Project Management,No,Project Manager
29,Female,Mumbai,M.Tech,Civil,Graduate,80.79,"Node.js, HTML/CSS","Teamwork, Time Management, Creativity",Tamil,Full Stack Development,AI/ML,Field Work,Analytical,Freelance Project,Published Paper,Leadership,No,Deep Learning Engineer
25,Other,Chennai,10th,Commerce,Working Professional,70.49,"SQL, Data Analysis","Leadership, Time Management, Teamwork",English,Machine Learning,Marketing,Remote,Creative,Freelance Project,Top Performer,Leadership,Yes,Digital Marketing Specialist
21,Other,Amalapuram,B.Sc,EEE,Working Professional,90.16,"HTML/CSS, SQL","Problem Solving, Communication, Leadership",English,"GCP, Data Science",Data Science,Office,Analytical,Startup Experience,Top Performer,Teamwork,No,Data Analyst
20,Female,Delhi,B.Sc,ECE,Student,57.97,"HTML/CSS, React",Problem Solving,Telugu,"GCP, AWS",AI/ML,Field Work,Technical,Startup Experience,Published Paper,Project Management,Yes,Deep Learning Engineer
23,Female,Chennai,MBA,BBA,Graduate,83.46,"JavaScript, Node.js, C++",Problem Solving,Telugu,Machine Learning,Software Development,Field Work,Analytical,Part-time Job,Awarded Best Project,Problem Solving,No,Software Engineer
18,Other,Bangalore,B.Sc,Mechanical,Working Professional,60.92,"React, SQL","Communication, Time Management, Creativity",Marathi,,Design,Remote,Technical,Freelance Project,Top Performer,Project Management,No,Product Designer
20,Other,Mumbai,MBA,Mechanical,Student,63.78,"Data Analysis, C++, Java",Time Management,"Tamil, Telugu",,Management,Field Work,Creative,Internship at XYZ,Hackathon Winner,Project Management,No,Operations Manager
22,Female,Vizag,B.Sc,EEE,Student,51.47,"Python, C++","Communication, Problem Solving","Tamil, Kannada",,Design,Field Work,Analytical,Internship at XYZ,Awarded Best Project,Problem Solving,No,UI/UX Designer
23,Male,Mumbai,M.Tech,CSE,Student,86.88,"HTML/CSS, C++, Java","Teamwork, Creativity, Problem Solving","Kannada, Hindi",,Marketing,Remote,Creative,Internship at XYZ,None,Leadership,Yes,SEO Analyst
24,Male,Amalapuram,B.Tech,Mechanical,Graduate,74.14,"Java, Node.js, Python",Leadership,"Hindi, Tamil",,Design,Office,Creative,Research Assistant,Awarded Best Project,Leadership,No,UI/UX Designer
20,Female,Amalapuram,B.Sc,Commerce,Graduate,86.55,"SQL, React, Java",Leadership,"Telugu, Hindi","GCP, Full Stack Development",Cybersecurity,Hybrid,Technical,Freelance Project,Awarded Best Project,Problem Solving,No,Ethical Hacker
24,Male,Mumbai,MCA,CSE,Working Professional,94.79,"HTML/CSS, SQL","Communication, Creativity, Leadership",Tamil,,Design,Field Work,Social,Part-time Job,None,Problem Solving,No,Product Designer
27,Female,Chennai,B.Tech,EEE,Working Professional,76.79,"Python, Node.js, Java",Creativity,"Kannada, Hindi",,Management,Field Work,Creative,Startup Experience,Published Paper,Leadership,Yes,Project Manager
30,Other,Hyderabad,12th,IT,Student,71.8,"React, Python, SQL",Leadership,"English, Hindi","Data Science, Azure",Cybersecurity,Office,Analytical,Startup Experience,Employee of the Month,Data Analysis,No,Security Engineer
23,Female,Hyderabad,B.Tech,ECE,Student,83.25,"Node.js, Data Analysis","Problem Solving, Communication, Leadership","English, Marathi",Azure,Data Science,Office,Technical,Freelance Project,Top Performer,Leadership,No,Data Scientist
28,Other,Pune,12th,Mechanical,Student,68.49,"SQL, JavaScript","Teamwork, Problem Solving, Communication",Marathi,Full Stack Development,Design,Hybrid,Creative,Freelance Project,Employee of the Month,Leadership,No,UI/UX Designer
29,Male,Chennai,10th,CSE,Graduate,51.06,"SQL, Python, Java",Time Management,Telugu,,Data Science,Remote,Social,Freelance Project,Awarded Best Project,Leadership,No,Data Scientist
29,Female,Chennai,12th,Commerce,Student,51.36,"Java, Python",Teamwork,"Kannada, English","Machine Learning, GCP",Design,Hybrid,Technical,Internship at XYZ,Hackathon Winner,Data Analysis,No,Product Designer
29,Other,Delhi,M.Tech,Commerce,Working Professional,64.22,"Data Analysis, Node.js, HTML/CSS","Problem Solving, Creativity","Marathi, Hindi","Full Stack Development, AWS",Cybersecurity,Field Work,Social,Startup Experience,Hackathon Winner,Project Management,No,Cybersecurity Analyst
23,Female,Amalapuram,MCA,CSE,Student,59.0,"Python, Java, C++","Teamwork, Time Management, Creativity",Marathi,,Marketing,Field Work,Analytical,Startup Experience,Hackathon Winner,Leadership,No,SEO Analyst
23,Female,Hyderabad,M.Sc,CSE,Working Professional,83.38,"Java, React","Problem Solving, Time Management",English,GCP,Cybersecurity,Hybrid,Creative,Part-time Job,Top Performer,Teamwork,Yes,Cybersecurity Analyst
30,Other,Mumbai,B.Sc,CSE,Graduate,68.89,Python,"Problem Solving, Time Management, Leadership","Kannada, Tamil","Data Science, GCP",AI/ML,Hybrid,Analytical,None,Awarded Best Project,Leadership,No,AI Researcher
24,Female,Amalapuram,MBA,CSE,Graduate,52.67,React,"Leadership, Communication","Hindi, English",,Cybersecurity,Office,Social,Research Assistant,Awarded Best Project,Data Analysis,No,Cybersecurity Analyst
18,Other,Bangalore,MBA,ECE,Student,93.11,"Data Analysis, Python, C++",Communication,"Marathi, Tamil",Data Science,Data Science,Hybrid,Analytical,None,Awarded Best Project,Data Analysis,Yes,Business Analyst
25,Other,Chennai,B.Tech,Civil,Graduate,81.31,"SQL, Java, JavaScript","Teamwork, Problem Solving, Time Management","Marathi, English",AWS,AI/ML,Remote,Analytical,Research Assistant,Top Performer,Programming,Yes,AI Researcher
25,Other,Vizag,B.Sc,EEE,Graduate,57.1,HTML/CSS,Creativity,"Tamil, Marathi","Data Science, AWS",AI/ML,Remote,Social,Internship at XYZ,Employee of the Month,Problem Solving,Yes,Deep Learning Engineer
23,Other,Vizag,MCA,Commerce,Graduate,97.48,"React, JavaScript","Time Management, Communication","Marathi, Tamil","Data Science, Machine Learning",AI/ML,Office,Creative,Part-time Job,Top Performer,Problem Solving,Yes,Machine Learning Engineer
21,Male,Hyderabad,M.Tech,Mechanical,Graduate,87.89,"JavaScript, C++, HTML/CSS","Leadership, Problem Solving, Creativity","English, Telugu","Full Stack Development, Data Science",Design,Remote,Analytical,Freelance Project,None,Programming,No,UI/UX Designer
26,Female,Bangalore,M.Sc,EEE,Student,84.18,JavaScript,Teamwork,Kannada,"Data Science, Azure",Software Development,Remote,Creative,Part-time Job,Employee of the Month,Project Management,No,Frontend Developer
28,Other,Delhi,M.Sc,EEE,Student,72.7,"React, Java","Time Management, Problem Solving, Communication","Telugu, Kannada","Data Science, Machine Learning",Data Science,Field Work,Technical,None,Employee of the Month,Leadership,No,Business Analyst
22,Male,Mumbai,MBA,Civil,Working Professional,84.28,"SQL, Java","Time Management, Teamwork","Telugu, Marathi",,Design,Hybrid,Creative,Research Assistant,Employee of the Month,Problem Solving,Yes,Product Designer
19,Female,Mumbai,12th,Civil,Student,82.87,"Node.js, Java",Time Management,"Kannada, Marathi","Data Science, Python",Management,Office,Creative,Startup Experience,None,Project Management,Yes,Project Manager
24,Other,Bangalore,B.Sc,IT,Graduate,59.36,Node.js,"Leadership, Time Management","Kannada, Tamil",,Data Science,Field Work,Technical,Internship at XYZ,Awarded Best Project,Project Management,No,Data Analyst
25,Other,Chennai,12th,Civil,Graduate,53.92,"Java, SQL",Teamwork,Marathi,GCP,Design,Field Work,Analytical,None,Awarded Best Project,Project Management,Yes,UI/UX Designer
25,Female,Bangalore,MCA,BBA,Graduate,57.14,"React, Java","Problem Solving, Creativity","Kannada, Marathi",Azure,Design,Office,Technical,Freelance Project,None,Leadership,No,Graphic Designer
24,Other,Delhi,B.Sc,Mechanical,Working Professional,58.8,Node.js,"Problem Solving, Time Management","Telugu, Kannada",,Data Science,Hybrid,Analytical,Internship at XYZ,Top Performer,Programming,No,Business Analyst
21,Male,Bangalore,MBA,Mechanical,Graduate,65.99,"Data Analysis, Python","Time Management, Communication, Teamwork",Hindi,,Software Development,Remote,Creative,Internship at XYZ,None,Data Analysis,Yes,Software Engineer
26,Female,Pune,B.Tech,BBA,Working Professional,90.38,"Java, React",Leadership,Kannada,Azure,Management,Remote,Technical,None,Awarded Best Project,Leadership,No,Project Manager
30,Female,Mumbai,12th,Civil,Student,51.74,C++,"Time Management, Creativity","English, Hindi","Full Stack Development, AWS",Cybersecurity,Remote,Analytical,Research Assistant,Employee of the Month,Project Management,No,Security Engineer
21,Female,Vizag,B.Tech,EEE,Student,70.13,Java,"Time Management, Teamwork, Leadership","Tamil, Hindi","AWS, Azure",Data Science,Remote,Technical,Part-time Job,Awarded Best Project,Data Analysis,No,Data Analyst
29,Other,Delhi,M.Tech,Commerce,Working Professional,94.68,"JavaScript, SQL, C++",Teamwork,"Tamil, English",Azure,Design,Office,Technical,Part-time Job,None,Data Analysis,Yes,Product Designer
21,Other,Bangalore,B.Tech,Civil,Working Professional,68.93,"JavaScript, React","Time Management, Creativity","Marathi, Telugu",Python,Design,Remote,Creative,Freelance Project,Hackathon Winner,Teamwork,No,Graphic Designer
20,Female,Bangalore,M.Tech,IT,Student,67.51,"React, Python","Problem Solving, Communication",Marathi,,AI/ML,Office,Creative,None,Top Performer,Problem Solving,No,Deep Learning Engineer
22,Male,Vizag,M.Tech,EEE,Working Professional,66.01,Data Analysis,"Communication, Leadership","English, Tamil","GCP, Full Stack Development",Design,Field Work,Analytical,None,Employee of the Month,Problem Solving,No,Product Designer
27,Male,Pune,B.Sc,ECE,Student,50.51,"Python, JavaScript","Leadership, Creativity, Communication",Hindi,Azure,Software Development,Field Work,Social,Startup Experience,Published Paper,Project Management,Yes,Backend Developer
23,Female,Pune,12th,ECE,Working Professional,77.87,"C++, SQL, Node.js","Problem Solving, Communication",Telugu,,Design,Field Work,Social,None,None,Programming,Yes,UI/UX Designer
26,Female,Delhi,10th,ECE,Graduate,67.12,Data Analysis,Leadership,"Hindi, Telugu",AWS,AI/ML,Field Work,Analytical,Internship at XYZ,Top Performer,Problem Solving,Yes,Deep Learning Engineer
24,Male,Delhi,MCA,BBA,Working Professional,90.06,Java,Leadership,"English, Marathi",AWS,Data Science,Remote,Technical,Freelance Project,Employee of the Month,Programming,Yes,Business Analyst
21,Male,Bangalore,MBA,EEE,Graduate,91.58,"HTML/CSS, SQL","Leadership, Communication",Telugu,,Marketing,Field Work,Creative,Part-time Job,None,Data Analysis,No,Marketing Executive
20,Male,Mumbai,12th,Civil,Graduate,71.69,C++,Creativity,"English, Tamil",,Management,Hybrid,Creative,None,Awarded Best Project,Leadership,No,Operations Manager
25,Other,Amalapuram,MCA,EEE,Graduate,84.51,"JavaScript, Java","Communication, Time Management",Marathi,AWS,Data Science,Field Work,Analytical,Research Assistant,Employee of the Month,Data Analysis,Yes,Data Analyst
23,Female,Mumbai,12th,Civil,Graduate,88.95,"React, JavaScript, Java","Leadership, Time Management","Marathi, Telugu","AWS, Azure",Cybersecurity,Office,Technical,Internship at XYZ,Hackathon Winner,Problem Solving,No,Ethical Hacker
18,Male,Bangalore,MBA,CSE,Student,57.65,"SQL, Data Analysis","Creativity, Communication, Time Management","Telugu, Kannada",Azure,AI/ML,Hybrid,Analytical,Freelance Project,None,Teamwork,Yes,Machine Learning Engineer
27,Other,Chennai,MBA,IT,Graduate,91.05,Java,"Leadership, Communication","English, Hindi","Data Science, Full Stack Development",Management,Field Work,Analytical,Internship at XYZ,Employee of the Month,Teamwork,No,Project Manager
29,Other,Pune,M.Tech,CSE,Graduate,76.06,"SQL, HTML/CSS, Data Analysis","Time Management, Leadership, Problem Solving","Kannada, Hindi",,Design,Remote,Social,Part-time Job,Hackathon Winner,Data Analysis,Yes,Graphic Designer
27,Male,Delhi,12th,CSE,Student,78.2,React,"Time Management, Leadership, Teamwork","English, Marathi",Full Stack Development,AI/ML,Office,Analytical,Internship at XYZ,Published Paper,Project Management,Yes,Deep Learning Engineer
